step,x,y,theta,h0,h1,h2,h3,V0,V1,V2,V3,dVdx0,dVdy0,dVdt0,dVdx1,dVdy1,dVdt1,dVdx2,dVdy2,dVdt2,dVdx3,dVdy3,dVdt3
103,-2.772312,-0.624536,-0.226358,-3.113082,-1.525692,-0.614939,-4.023836,-2.962526,-1.525692,0.085426,-4.023836,0.788389,3.423236,1.363039,-2.455377,-0.750928,0.000000,-0.086301,-0.375318,-0.322266,-2.455377,3.249072,0.000000
104,-2.772313,-0.624527,-0.226267,-3.113055,-1.525695,-0.614948,-4.023803,-2.962373,-1.525695,0.085394,-4.023803,0.788059,3.423223,1.363577,-2.455374,-0.750946,0.000000,-0.086306,-0.375490,-0.322402,-2.455374,3.249054,0.000000
105,-2.772315,-0.624548,-0.226441,-3.113127,-1.525674,-0.614935,-4.023866,-2.962684,-1.525674,0.085458,-4.023866,0.788695,3.423258,1.362562,-2.455369,-0.750904,0.000000,-0.086295,-0.375151,-0.322134,-2.455369,3.249096,0.000000
106,-2.772317,-0.624541,-0.226364,-3.113107,-1.525676,-0.614942,-4.023841,-2.962556,-1.525676,0.085431,-4.023841,0.788413,3.423248,1.363022,-2.455367,-0.750917,0.000000,-0.086298,-0.375296,-0.322249,-2.455367,3.249083,0.000000
107,-2.772317,-0.624546,-0.226437,-3.113122,-1.525672,-0.614939,-4.023854,-2.962671,-1.525672,0.085456,-4.023854,0.788678,3.423254,1.362593,-2.455366,-0.750909,0.000000,-0.086296,-0.375162,-0.322144,-2.455366,3.249091,0.000000
108,-2.772318,-0.624545,-0.226402,-3.113120,-1.525671,-0.614941,-4.023849,-2.962620,-1.525671,0.085444,-4.023849,0.788551,3.423254,1.362803,-2.455365,-0.750911,0.000000,-0.086297,-0.375224,-0.322193,-2.455365,3.249089,0.000000
109,-2.772317,-0.624541,-0.226469,-3.113108,-1.525674,-0.614943,-4.023839,-2.962700,-1.525674,0.085465,-4.023839,0.788793,3.423245,1.362405,-2.455366,-0.750917,0.000000,-0.086298,-0.375114,-0.322109,-2.455366,3.249083,0.000000
110,-2.772319,-0.624539,-0.226445,-3.113103,-1.525672,-0.614947,-4.023828,-2.962661,-1.525672,0.085456,-4.023828,0.788705,3.423242,1.362551,-2.455363,-0.750922,0.000000,-0.086299,-0.375159,-0.322145,-2.455363,3.249078,0.000000
111,-2.772319,-0.624536,-0.226509,-3.113093,-1.525675,-0.614949,-4.023819,-2.962738,-1.525675,0.085476,-4.023819,0.788935,3.423235,1.362174,-2.455363,-0.750928,0.000000,-0.086300,-0.375055,-0.322064,-2.455363,3.249072,0.000000
112,-2.772320,-0.624534,-0.226485,-3.113088,-1.525673,-0.614953,-4.023808,-2.962698,-1.525673,0.085467,-4.023808,0.788845,3.423231,1.362324,-2.455360,-0.750933,0.000000,-0.086301,-0.375101,-0.322101,-2.455360,3.249067,0.000000
113,-2.772320,-0.624531,-0.226548,-3.113078,-1.525676,-0.614955,-4.023799,-2.962773,-1.525676,0.085486,-4.023799,0.789070,3.423224,1.361955,-2.455361,-0.750938,0.000000,-0.086302,-0.374999,-0.322023,-2.455361,3.249062,0.000000
114,-2.772321,-0.624528,-0.226523,-3.113073,-1.525674,-0.614959,-4.023788,-2.962733,-1.525674,0.085478,-4.023788,0.788980,3.423221,1.362105,-2.455358,-0.750943,0.000000,-0.086303,-0.375045,-0.322060,-2.455358,3.249057,0.000000
115,-2.772321,-0.624526,-0.226585,-3.113063,-1.525677,-0.614961,-4.023779,-2.962808,-1.525677,0.085497,-4.023779,0.789204,3.423213,1.361737,-2.455358,-0.750949,0.000000,-0.086304,-0.374943,-0.321981,-2.455358,3.249051,0.000000
116,-2.772322,-0.624523,-0.226559,-3.113058,-1.525675,-0.614964,-4.023769,-2.962766,-1.525675,0.085488,-4.023769,0.789109,3.423210,1.361896,-2.455355,-0.750953,0.000000,-0.086304,-0.374992,-0.322020,-2.455355,3.249047,0.000000
117,-2.772322,-0.624520,-0.226622,-3.113048,-1.525678,-0.614966,-4.023760,-2.962841,-1.525678,0.085507,-4.023760,0.789333,3.423203,1.361528,-2.455356,-0.750959,0.000000,-0.086305,-0.374890,-0.321942,-2.455356,3.249041,0.000000
118,-2.772324,-0.624518,-0.226597,-3.113043,-1.525676,-0.614970,-4.023749,-2.962800,-1.525676,0.085498,-4.023749,0.789243,3.423200,1.361678,-2.455353,-0.750964,0.000000,-0.086306,-0.374936,-0.321979,-2.455353,3.249036,0.000000
119,-2.772323,-0.624515,-0.226660,-3.113033,-1.525679,-0.614972,-4.023740,-2.962876,-1.525679,0.085517,-4.023740,0.789467,3.423192,1.361310,-2.455353,-0.750970,0.000000,-0.086307,-0.374834,-0.321900,-2.455353,3.249030,0.000000
120,-2.772325,-0.624513,-0.226635,-3.113028,-1.525677,-0.614976,-4.023729,-2.962835,-1.525677,0.085508,-4.023729,0.789376,3.423190,1.361462,-2.455350,-0.750974,0.000000,-0.086308,-0.374881,-0.321937,-2.455350,3.249026,0.000000
121,-2.772325,-0.624509,-0.226700,-3.113017,-1.525678,-0.614980,-4.023716,-2.962912,-1.525678,0.085528,-4.023716,0.789609,3.423181,1.361083,-2.455349,-0.750981,0.000000,-0.086309,-0.374776,-0.321857,-2.455349,3.249019,0.000000
122,-2.772327,-0.624509,-0.226676,-3.113020,-1.525674,-0.614982,-4.023711,-2.962881,-1.525674,0.085520,-4.023711,0.789525,3.423182,1.361226,-2.455346,-0.750981,0.000000,-0.086309,-0.374816,-0.321889,-2.455346,3.249019,0.000000
123,-2.772328,-0.624504,-0.226735,-3.113004,-1.525676,-0.614987,-4.023693,-2.962944,-1.525676,0.085537,-4.023693,0.789735,3.423170,1.360882,-2.455344,-0.750992,0.000000,-0.086311,-0.374724,-0.321819,-2.455344,3.249008,0.000000
124,-2.772329,-0.624504,-0.226715,-3.113007,-1.525672,-0.614990,-4.023689,-2.962918,-1.525672,0.085531,-4.023689,0.789662,3.423172,1.361008,-2.455341,-0.750991,0.000000,-0.086311,-0.374758,-0.321846,-2.455341,3.249009,0.000000
125,-2.772330,-0.624499,-0.226774,-3.112992,-1.525674,-0.614995,-4.023671,-2.962981,-1.525674,0.085548,-4.023671,0.789871,3.423161,1.360666,-2.455340,-0.751002,0.000000,-0.086313,-0.374666,-0.321776,-2.455340,3.248998,0.000000
126,-2.772332,-0.624499,-0.226752,-3.112995,-1.525670,-0.614997,-4.023668,-2.962954,-1.525670,0.085541,-4.023668,0.789793,3.423163,1.360799,-2.455336,-0.751001,0.000000,-0.086312,-0.374702,-0.321805,-2.455336,3.248999,0.000000
127,-2.772333,-0.624494,-0.226811,-3.112980,-1.525672,-0.615002,-4.023649,-2.963017,-1.525672,0.085559,-4.023649,0.790003,3.423151,1.360457,-2.455335,-0.751011,0.000000,-0.086314,-0.374611,-0.321736,-2.455335,3.248989,0.000000
128,-2.772335,-0.624495,-0.226788,-3.112985,-1.525665,-0.615005,-4.023645,-2.962989,-1.525665,0.085551,-4.023645,0.789919,3.423154,1.360603,-2.455330,-0.751010,0.000000,-0.086314,-0.374649,-0.321766,-2.455330,3.248990,0.000000
129,-2.772336,-0.624486,-0.226846,-3.112956,-1.525670,-0.615014,-4.023612,-2.963038,-1.525670,0.085567,-4.023612,0.790126,3.423135,1.360263,-2.455328,-0.751029,0.000000,-0.086317,-0.374565,-0.321704,-2.455328,3.248971,0.000000
130,-2.772338,-0.624486,-0.226835,-3.112962,-1.525663,-0.615017,-4.023608,-2.963027,-1.525663,0.085564,-4.023608,0.790088,3.423137,1.360334,-2.455323,-0.751028,0.000000,-0.086317,-0.374582,-0.321717,-2.455323,3.248972,0.000000
131,-2.772340,-0.624477,-0.226892,-3.112935,-1.525668,-0.615026,-4.023576,-2.963074,-1.525668,0.085579,-4.023576,0.790286,3.423119,1.360008,-2.455321,-0.751046,0.000000,-0.086320,-0.374502,-0.321658,-2.455321,3.248954,0.000000
132,-2.772342,-0.624478,-0.226882,-3.112940,-1.525661,-0.615029,-4.023572,-2.963064,-1.525661,0.085576,-4.023572,0.790251,3.423121,1.360075,-2.455316,-0.751044,0.000000,-0.086320,-0.374517,-0.321670,-2.455316,3.248956,0.000000
133,-2.772343,-0.624469,-0.226935,-3.112912,-1.525666,-0.615037,-4.023542,-2.963106,-1.525666,0.085590,-4.023542,0.790437,3.423103,1.359768,-2.455315,-0.751062,0.000000,-0.086323,-0.374443,-0.321615,-2.455315,3.248938,0.000000
134,-2.772345,-0.624469,-0.226924,-3.112918,-1.525660,-0.615040,-4.023537,-2.963096,-1.525660,0.085587,-4.023537,0.790401,3.423105,1.359836,-2.455310,-0.751061,0.000000,-0.086323,-0.374458,-0.321627,-2.455310,3.248939,0.000000
135,-2.772346,-0.624461,-0.226977,-3.112890,-1.525664,-0.615048,-4.023507,-2.963138,-1.525664,0.085600,-4.023507,0.790587,3.423087,1.359529,-2.455308,-0.751079,0.000000,-0.086326,-0.374384,-0.321573,-2.455308,3.248921,0.000000
136,-2.772348,-0.624461,-0.226966,-3.112896,-1.525658,-0.615051,-4.023503,-2.963127,-1.525658,0.085597,-4.023503,0.790547,3.423090,1.359605,-2.455304,-0.751077,0.000000,-0.086325,-0.374401,-0.321586,-2.455304,3.248923,0.000000
137,-2.772349,-0.624452,-0.227018,-3.112868,-1.525664,-0.615059,-4.023473,-2.963168,-1.525664,0.085611,-4.023473,0.790732,3.423071,1.359299,-2.455303,-0.751095,0.000000,-0.086329,-0.374328,-0.321532,-2.455303,3.248905,0.000000
138,-2.772351,-0.624453,-0.227008,-3.112874,-1.525657,-0.615062,-4.023469,-2.963159,-1.525657,0.085608,-4.023469,0.790696,3.423074,1.359366,-2.455298,-0.751094,0.000000,-0.086328,-0.374342,-0.321544,-2.455298,3.248906,0.000000
139,-2.772352,-0.624444,-0.227061,-3.112847,-1.525662,-0.615070,-4.023439,-2.963201,-1.525662,0.085622,-4.023439,0.790882,3.423055,1.359060,-2.455296,-0.751112,0.000000,-0.086332,-0.374269,-0.321489,-2.455296,3.248888,0.000000
140,-2.772354,-0.624445,-0.227051,-3.112852,-1.525655,-0.615073,-4.023435,-2.963191,-1.525655,0.085619,-4.023435,0.790847,3.423058,1.359127,-2.455291,-0.751110,0.000000,-0.086331,-0.374283,-0.321501,-2.455291,3.248890,0.000000
141,-2.772355,-0.624436,-0.227104,-3.112825,-1.525660,-0.615081,-4.023404,-2.963233,-1.525660,0.085633,-4.023404,0.791032,3.423040,1.358821,-2.455290,-0.751128,0.000000,-0.086335,-0.374209,-0.321447,-2.455290,3.248872,0.000000
142,-2.772358,-0.624437,-0.227093,-3.112831,-1.525653,-0.615085,-4.023400,-2.963224,-1.525653,0.085630,-4.023400,0.790996,3.423043,1.358892,-2.455284,-0.751127,0.000000,-0.086334,-0.374225,-0.321459,-2.455284,3.248873,0.000000
143,-2.772359,-0.624428,-0.227146,-3.112804,-1.525657,-0.615093,-4.023369,-2.963266,-1.525657,0.085644,-4.023369,0.791182,3.423024,1.358585,-2.455282,-0.751144,0.000000,-0.086337,-0.374150,-0.321404,-2.455282,3.248856,0.000000
144,-2.772361,-0.624428,-0.227136,-3.112809,-1.525652,-0.615095,-4.023365,-2.963256,-1.525652,0.085641,-4.023365,0.791148,3.423026,1.358649,-2.455278,-0.751143,0.000000,-0.086337,-0.374165,-0.321416,-2.455278,3.248857,0.000000
145,-2.772362,-0.624420,-0.227189,-3.112781,-1.525657,-0.615103,-4.023335,-2.963298,-1.525657,0.085655,-4.023335,0.791333,3.423008,1.358343,-2.455277,-0.751161,0.000000,-0.086340,-0.374091,-0.321361,-2.455277,3.248839,0.000000
146,-2.772364,-0.624420,-0.227179,-3.112788,-1.525649,-0.615107,-4.023330,-2.963288,-1.525649,0.085652,-4.023330,0.791297,3.423011,1.358413,-2.455271,-0.751160,0.000000,-0.086340,-0.374106,-0.321374,-2.455271,3.248840,0.000000
147,-2.772365,-0.624411,-0.227232,-3.112760,-1.525654,-0.615115,-4.023299,-2.963330,-1.525654,0.085666,-4.023299,0.791483,3.422992,1.358106,-2.455270,-0.751177,0.000000,-0.086343,-0.374032,-0.321319,-2.455270,3.248823,0.000000
148,-2.772367,-0.624412,-0.227222,-3.112765,-1.525649,-0.615118,-4.023296,-2.963321,-1.525649,0.085663,-4.023296,0.791448,3.422995,1.358171,-2.455265,-0.751176,0.000000,-0.086343,-0.374047,-0.321331,-2.455265,3.248824,0.000000
149,-2.772368,-0.624403,-0.227275,-3.112738,-1.525653,-0.615126,-4.023265,-2.963363,-1.525653,0.085676,-4.023265,0.791634,3.422976,1.357865,-2.455264,-0.751194,0.000000,-0.086346,-0.373973,-0.321276,-2.455264,3.248806,0.000000
150,-2.772371,-0.624404,-0.227265,-3.112743,-1.525647,-0.615129,-4.023261,-2.963353,-1.525647,0.085674,-4.023261,0.791599,3.422979,1.357932,-2.455259,-0.751193,0.000000,-0.086345,-0.373988,-0.321288,-2.455259,3.248807,0.000000
151,-2.772372,-0.624395,-0.227318,-3.112717,-1.525651,-0.615137,-4.023230,-2.963396,-1.525651,0.085688,-4.023230,0.791786,3.422961,1.357625,-2.455257,-0.751210,0.000000,-0.086349,-0.373913,-0.321233,-2.455257,3.248790,0.000000
152,-2.772374,-0.624395,-0.227308,-3.112722,-1.525644,-0.615140,-4.023226,-2.963386,-1.525644,0.085685,-4.023226,0.791750,3.422963,1.357693,-2.455252,-0.751209,0.000000,-0.086348,-0.373928,-0.321245,-2.455252,3.248791,0.000000
153,-2.772375,-0.624386,-0.227360,-3.112694,-1.525650,-0.615148,-4.023196,-2.963427,-1.525650,0.085698,-4.023196,0.791935,3.422944,1.357386,-2.455251,-0.751227,0.000000,-0.086352,-0.373855,-0.321191,-2.455251,3.248773,0.000000
154,-2.772377,-0.624387,-0.227352,-3.112699,-1.525644,-0.615151,-4.023191,-2.963420,-1.525644,0.085696,-4.023191,0.791908,3.422946,1.357440,-2.455246,-0.751226,0.000000,-0.086351,-0.373866,-0.321200,-2.455246,3.248774,0.000000
155,-2.772378,-0.624378,-0.227406,-3.112672,-1.525649,-0.615159,-4.023162,-2.963464,-1.525649,0.085710,-4.023162,0.792097,3.422928,1.357127,-2.455245,-0.751243,0.000000,-0.086354,-0.373790,-0.321144,-2.455245,3.248757,0.000000
156,-2.772379,-0.624378,-0.227392,-3.112675,-1.525644,-0.615161,-4.023158,-2.963446,-1.525644,0.085706,-4.023158,0.792046,3.422930,1.357218,-2.455241,-0.751243,0.000000,-0.086354,-0.373814,-0.321163,-2.455241,3.248757,0.000000
157,-2.772378,-0.624370,-0.227434,-3.112647,-1.525653,-0.615166,-4.023134,-2.963475,-1.525653,0.085716,-4.023134,0.792193,3.422913,1.356968,-2.455244,-0.751259,0.000000,-0.086357,-0.373757,-0.321120,-2.455244,3.248741,0.000000
158,-2.772380,-0.624370,-0.227422,-3.112647,-1.525650,-0.615168,-4.023129,-2.963458,-1.525650,0.085712,-4.023129,0.792151,3.422912,1.357042,-2.455241,-0.751261,0.000000,-0.086358,-0.373778,-0.321137,-2.455241,3.248739,0.000000
159,-2.772377,-0.624362,-0.227454,-3.112619,-1.525662,-0.615170,-4.023112,-2.963474,-1.525662,0.085720,-4.023112,0.792262,3.422896,1.356845,-2.455246,-0.751275,0.000000,-0.086361,-0.373738,-0.321107,-2.455246,3.248725,0.000000
160,-2.772377,-0.624361,-0.227435,-3.112614,-1.525663,-0.615171,-4.023105,-2.963443,-1.525663,0.085713,-4.023105,0.792195,3.422894,1.356955,-2.455246,-0.751279,0.000000,-0.086362,-0.373774,-0.321135,-2.455246,3.248721,0.000000
161,-2.772374,-0.624355,-0.227453,-3.112593,-1.525674,-0.615171,-4.023095,-2.963446,-1.525674,0.085716,-4.023095,0.792254,3.422882,1.356843,-2.455251,-0.751289,0.000000,-0.086364,-0.373755,-0.321121,-2.455251,3.248711,0.000000
162,-2.772372,-0.624349,-0.227397,-3.112566,-1.525686,-0.615172,-4.023080,-2.963345,-1.525686,0.085696,-4.023080,0.792050,3.422870,1.357162,-2.455257,-0.751303,0.000000,-0.086368,-0.373865,-0.321207,-2.455257,3.248697,0.000000
163,-2.772365,-0.624345,-0.227419,-3.112544,-1.525704,-0.615165,-4.023083,-2.963357,-1.525704,0.085701,-4.023083,0.792128,3.422859,1.357009,-2.455269,-0.751310,0.000000,-0.086370,-0.373837,-0.321184,-2.455269,3.248690,0.000000
164,-2.772353,-0.624324,-0.227270,-3.112458,-1.525750,-0.615161,-4.023047,-2.963075,-1.525750,0.085644,-4.023047,0.791580,3.422820,1.357842,-2.455294,-0.751351,0.000000,-0.086382,-0.374138,-0.321418,-2.455294,3.248649,0.000000
165,-2.772335,-0.624321,-0.227344,-3.112418,-1.525797,-0.615136,-4.023080,-2.963148,-1.525797,0.085665,-4.023080,0.791843,3.422802,1.357341,-2.455331,-0.751359,0.000000,-0.086385,-0.374025,-0.321326,-2.455331,3.248641,0.000000
166,-2.772308,-0.624279,-0.227054,-3.112243,-1.525894,-0.615125,-4.023012,-2.962592,-1.525894,0.085554,-4.023012,0.790779,3.422723,1.358950,-2.455384,-0.751441,0.000000,-0.086409,-0.374613,-0.321782,-2.455384,3.248559,0.000000
167,-2.772280,-0.624275,-0.227161,-3.112184,-1.525967,-0.615085,-4.023066,-2.962699,-1.525967,0.085584,-4.023066,0.791160,3.422698,1.358219,-2.455441,-0.751450,0.000000,-0.086413,-0.374450,-0.321648,-2.455441,3.248550,0.000000
168,-2.772249,-0.624235,-0.226897,-3.112008,-1.526072,-0.615067,-4.023013,-2.962180,-1.526072,0.085482,-4.023013,0.790189,3.422619,1.359661,-2.455502,-0.751530,0.000000,-0.086436,-0.374992,-0.322067,-2.455502,3.248470,0.000000
169,-2.772220,-0.624233,-0.227016,-3.111957,-1.526145,-0.615024,-4.023078,-2.962312,-1.526145,0.085517,-4.023078,0.790613,3.422599,1.358859,-2.455561,-0.751534,0.000000,-0.086440,-0.374804,-0.321913,-2.455561,3.248466,0.000000
170,-2.772190,-0.624193,-0.226745,-3.111781,-1.526247,-0.615009,-4.023019,-2.961783,-1.526247,0.085412,-4.023019,0.789618,3.422519,1.360344,-2.455619,-0.751614,0.000000,-0.086463,-0.375358,-0.322341,-2.455619,3.248386,0.000000
171,-2.772161,-0.624191,-0.226866,-3.111729,-1.526321,-0.614965,-4.023085,-2.961918,-1.526321,0.085448,-4.023085,0.790050,3.422498,1.359527,-2.455678,-0.751618,0.000000,-0.086467,-0.375167,-0.322184,-2.455678,3.248382,0.000000
172,-2.772130,-0.624152,-0.226603,-3.111554,-1.526426,-0.614947,-4.023033,-2.961402,-1.526426,0.085346,-4.023033,0.789085,3.422419,1.360960,-2.455739,-0.751696,0.000000,-0.086489,-0.375706,-0.322600,-2.455739,3.248304,0.000000
173,-2.772101,-0.624151,-0.226733,-3.111506,-1.526499,-0.614902,-4.023103,-2.961552,-1.526499,0.085385,-4.023103,0.789548,3.422400,1.360092,-2.455799,-0.751698,0.000000,-0.086492,-0.375497,-0.322430,-2.455799,3.248302,0.000000
174,-2.772078,-0.624122,-0.226548,-3.111376,-1.526578,-0.614888,-4.023065,-2.961183,-1.526578,0.085312,-4.023065,0.788868,3.422341,1.361096,-2.455845,-0.751756,0.000000,-0.086509,-0.375880,-0.322725,-2.455845,3.248244,0.000000
175,-2.772050,-0.624126,-0.226692,-3.111346,-1.526643,-0.614842,-4.023147,-2.961372,-1.526643,0.085358,-4.023147,0.789385,3.422332,1.360150,-2.455900,-0.751748,0.000000,-0.086510,-0.375637,-0.322527,-2.455900,3.248252,0.000000
176,-2.772033,-0.624108,-0.226568,-3.111260,-1.526699,-0.614829,-4.023130,-2.961126,-1.526699,0.085309,-4.023130,0.788929,3.422294,1.360817,-2.455935,-0.751785,0.000000,-0.086520,-0.375892,-0.322724,-2.455935,3.248215,0.000000
177,-2.772006,-0.624117,-0.226722,-3.111250,-1.526756,-0.614782,-4.023224,-2.961347,-1.526756,0.085360,-4.023224,0.789484,3.422295,1.359820,-2.455987,-0.751766,0.000000,-0.086519,-0.375622,-0.322503,-2.455987,3.248234,0.000000
178,-2.771991,-0.624100,-0.226594,-3.111170,-1.526807,-0.614771,-4.023206,-2.961101,-1.526807,0.085311,-4.023206,0.789014,3.422260,1.360516,-2.456018,-0.751801,0.000000,-0.086529,-0.375881,-0.322703,-2.456018,3.248199,0.000000
179,-2.771966,-0.624112,-0.226773,-3.111171,-1.526860,-0.614723,-4.023309,-2.961368,-1.526860,0.085371,-4.023309,0.789663,3.422266,1.359371,-2.456069,-0.751776,0.000000,-0.086526,-0.375560,-0.322444,-2.456069,3.248224,0.000000
180,-2.771953,-0.624092,-0.226601,-3.111087,-1.526905,-0.614719,-4.023273,-2.961055,-1.526905,0.085307,-4.023273,0.789032,3.422229,1.360340,-2.456093,-0.751816,0.000000,-0.086537,-0.375900,-0.322707,-2.456093,3.248184,0.000000
181,-2.771928,-0.624106,-0.226791,-3.111094,-1.526957,-0.614669,-4.023382,-2.961342,-1.526957,0.085371,-4.023382,0.789718,3.422238,1.359135,-2.456144,-0.751787,0.000000,-0.086533,-0.375558,-0.322431,-2.456144,3.248213,0.000000
182,-2.771920,-0.624075,-0.226506,-3.110980,-1.526999,-0.614681,-4.023298,-2.960841,-1.526999,0.085267,-4.023298,0.788681,3.422184,1.360777,-2.456159,-0.751851,0.000000,-0.086549,-0.376109,-0.322862,-2.456159,3.248149,0.000000
183,-2.771895,-0.624091,-0.226707,-3.110992,-1.527050,-0.614630,-4.023413,-2.961148,-1.527050,0.085336,-4.023413,0.789406,3.422196,1.359509,-2.456210,-0.751819,0.000000,-0.086544,-0.375746,-0.322569,-2.456210,3.248181,0.000000
184,-2.771889,-0.624058,-0.226406,-3.110877,-1.527089,-0.614645,-4.023321,-2.960622,-1.527089,0.085226,-4.023321,0.788310,3.422142,1.361253,-2.456222,-0.751884,0.000000,-0.086560,-0.376327,-0.323024,-2.456222,3.248116,0.000000
185,-2.771854,-0.624105,-0.226701,-3.110975,-1.527141,-0.614555,-4.023560,-2.961157,-1.527141,0.085336,-4.023560,0.789389,3.422206,1.359391,-2.456293,-0.751790,0.000000,-0.086543,-0.375746,-0.322552,-2.456293,3.248210,0.000000
186,-2.771839,-0.624059,-0.226395,-3.110804,-1.527210,-0.614567,-4.023447,-2.960573,-1.527210,0.085218,-4.023447,0.788267,3.422123,1.361137,-2.456322,-0.751882,0.000000,-0.086566,-0.376364,-0.323037,-2.456322,3.248118,0.000000
187,-2.771808,-0.624093,-0.226634,-3.110864,-1.527262,-0.614494,-4.023632,-2.960986,-1.527262,0.085305,-4.023632,0.789136,3.422165,1.359625,-2.456384,-0.751815,0.000000,-0.086555,-0.375906,-0.322663,-2.456384,3.248185,0.000000
188,-2.771792,-0.624037,-0.226294,-3.110659,-1.527343,-0.614512,-4.023490,-2.960321,-1.527343,0.085173,-4.023490,0.787888,3.422063,1.361562,-2.456415,-0.751926,0.000000,-0.086582,-0.376601,-0.323209,-2.456415,3.248074,0.000000
189,-2.771762,-0.624071,-0.226542,-3.110723,-1.527392,-0.614439,-4.023676,-2.960752,-1.527392,0.085264,-4.023676,0.788793,3.422107,1.359995,-2.456477,-0.751858,0.000000,-0.086570,-0.376123,-0.322822,-2.456477,3.248142,0.000000
190,-2.771746,-0.624016,-0.226206,-3.110520,-1.527471,-0.614456,-4.023534,-2.960093,-1.527471,0.085133,-4.023534,0.787558,3.422006,1.361914,-2.456507,-0.751968,0.000000,-0.086597,-0.376812,-0.323362,-2.456507,3.248032,0.000000
191,-2.771716,-0.624049,-0.226445,-3.110581,-1.527521,-0.614384,-4.023718,-2.960508,-1.527521,0.085220,-4.023718,0.788428,3.422048,1.360402,-2.456568,-0.751902,0.000000,-0.086586,-0.376352,-0.322989,-2.456568,3.248098,0.000000
192,-2.771701,-0.624003,-0.226135,-3.110407,-1.527593,-0.614396,-4.023605,-2.959916,-1.527593,0.085101,-4.023605,0.787292,3.421964,1.362167,-2.456599,-0.751994,0.000000,-0.086608,-0.376978,-0.323479,-2.456599,3.248006,0.000000
193,-2.771670,-0.624037,-0.226383,-3.110472,-1.527642,-0.614323,-4.023791,-2.960348,-1.527642,0.085192,-4.023791,0.788197,3.422008,1.360599,-2.456660,-0.751926,0.000000,-0.086597,-0.376500,-0.323091,-2.456660,3.248074,0.000000
194,-2.771654,-0.623981,-0.226043,-3.110266,-1.527723,-0.614340,-4.023649,-2.959682,-1.527723,0.085059,-4.023649,0.786949,3.421906,1.362538,-2.456692,-0.752037,0.000000,-0.086624,-0.377196,-0.323637,-2.456692,3.247963,0.000000
195,-2.771624,-0.624016,-0.226292,-3.110332,-1.527771,-0.614268,-4.023835,-2.960114,-1.527771,0.085150,-4.023835,0.787855,3.421950,1.360971,-2.456752,-0.751968,0.000000,-0.086612,-0.376717,-0.323248,-2.456752,3.248032,0.000000
196,-2.771609,-0.623969,-0.225978,-3.110156,-1.527845,-0.614279,-4.023722,-2.959515,-1.527845,0.085030,-4.023722,0.786705,3.421864,1.362755,-2.456783,-0.752061,0.000000,-0.086635,-0.377350,-0.323744,-2.456783,3.247939,0.000000
197,-2.771578,-0.624003,-0.226217,-3.110216,-1.527896,-0.614206,-4.023906,-2.959930,-1.527896,0.085117,-4.023906,0.787575,3.421907,1.361242,-2.456845,-0.751995,0.000000,-0.086624,-0.376891,-0.323371,-2.456845,3.248005,0.000000
198,-2.771562,-0.623947,-0.225877,-3.110011,-1.527977,-0.614223,-4.023764,-2.959263,-1.527977,0.084984,-4.023764,0.786326,3.421804,1.363181,-2.456877,-0.752106,0.000000,-0.086650,-0.377587,-0.323917,-2.456877,3.247894,0.000000
199,-2.771532,-0.623981,-0.226125,-3.110076,-1.528025,-0.614151,-4.023949,-2.959696,-1.528025,0.085075,-4.023949,0.787232,3.421849,1.361615,-2.456937,-0.752038,0.000000,-0.086639,-0.377108,-0.323529,-2.456937,3.247962,0.000000
200,-2.771516,-0.623935,-0.225812,-3.109900,-1.528098,-0.614162,-4.023836,-2.959097,-1.528098,0.084955,-4.023836,0.786081,3.421763,1.363401,-2.456968,-0.752131,0.000000,-0.086661,-0.377742,-0.324025,-2.456968,3.247869,0.000000
201,-2.771485,-0.623968,-0.226050,-3.109961,-1.528149,-0.614089,-4.024020,-2.959511,-1.528149,0.085042,-4.024020,0.786951,3.421806,1.361889,-2.457030,-0.752064,0.000000,-0.086651,-0.377283,-0.323651,-2.457030,3.247936,0.000000
