step,x,y,theta,h0,h1,h2,h3,V0,V1,V2,V3,dVdx0,dVdy0,dVdt0,dVdx1,dVdy1,dVdt1,dVdx2,dVdy2,dVdt2,dVdx3,dVdy3,dVdt3
103,-6.523540,-0.038921,1.464596,-21.419274,-7.169430,-21.263591,-7.325113,-19.394145,-7.169430,-21.263591,-5.723985,8.835080,0.089109,-8.775858,5.047081,-1.922159,0.000000,9.047081,-1.922159,0.000000,4.835080,0.089109,-4.798394
104,-6.480987,0.104424,1.406710,-20.758798,-7.252548,-21.176495,-6.834851,-18.527755,-7.252548,-21.176495,-5.257213,8.635271,-0.181984,-8.549009,4.961973,-2.208848,0.000000,8.961973,-2.208848,0.000000,4.635271,-0.181984,-4.602737
105,-6.433618,0.231656,1.334248,-20.124823,-7.316973,-21.051445,-6.390350,-17.552903,-7.316973,-21.051445,-4.755825,8.398539,-0.407617,-8.260186,4.867236,-2.463311,0.000000,8.867236,-2.463311,0.000000,4.398539,-0.407617,-4.371576
106,-6.395006,0.375677,1.169347,-19.583353,-7.506039,-21.086062,-6.003331,-15.999255,-7.506039,-20.882608,-3.982246,8.008505,-0.592345,-7.603253,4.790011,-2.751354,0.000000,8.437506,-3.581748,-4.134519,4.008505,-0.592345,-3.921271
107,-6.329330,0.527328,1.121999,-18.844019,-7.636010,-20.953331,-5.526698,-15.235455,-7.636010,-20.700983,-3.653663,7.790896,-0.856596,-7.391023,4.658660,-3.054656,0.000000,8.222746,-3.959847,-4.584654,3.790896,-0.856596,-3.787144
108,-6.259418,0.637039,1.017169,-18.151886,-7.662368,-20.700042,-5.114212,-14.055401,-7.662368,-19.982637,-3.120831,7.467285,-0.975324,-6.864647,4.518837,-3.274078,0.000000,7.628406,-4.714656,-7.593697,3.467285,-0.975324,-3.462155
109,-6.174999,0.731745,0.980981,-17.380077,-7.607061,-20.307056,-4.680081,-13.289879,-7.607061,-19.527363,-2.814715,7.237582,-1.125576,-6.640798,4.349998,-3.463490,0.000000,7.367629,-4.931270,-7.829195,3.237582,-1.125576,-3.316625
110,-6.103664,0.805232,0.825098,-16.755492,-7.561763,-19.976418,-4.340836,-11.900781,-7.551531,-18.060163,-2.200067,6.850357,-1.079691,-5.764923,4.071455,-3.757576,-0.554760,6.850357,-5.079691,-8.478864,2.850357,-1.079691,-2.826467
111,-5.995206,0.878642,0.813908,-15.853896,-7.387640,-19.368463,-3.873074,-11.190731,-7.387640,-17.613203,-1.956558,6.617086,-1.211236,-5.642175,3.990411,-3.757283,0.000000,6.617086,-5.211236,-8.388825,2.617086,-1.211236,-2.734270
112,-5.878305,0.931162,0.702340,-14.923488,-7.134915,-18.648135,-3.410268,-9.913675,-7.100231,-16.222345,-1.453786,6.229945,-1.154335,-4.905722,3.472451,-4.102807,-1.000458,6.229945,-5.154335,-7.959052,2.229945,-1.154335,-2.321699
113,-5.761370,0.979614,0.667098,-14.025824,-6.898798,-17.944280,-2.980342,-9.090576,-6.873524,-15.483865,-1.187577,5.951499,-1.196645,-4.622351,3.272775,-4.156087,-0.841578,5.951499,-5.196645,-7.764834,1.951499,-1.196645,-2.147518
114,-5.667291,1.021591,0.558833,-13.326988,-6.744189,-17.413352,-2.657825,-8.131079,-6.627354,-14.338231,-0.853413,5.638833,-1.103576,-3.925386,2.754951,-4.405639,-1.776097,5.638833,-5.103576,-7.316884,1.638833,-1.103576,-1.804598
115,-5.571026,1.061587,0.509645,-12.633518,-6.595763,-16.879866,-2.349415,-7.459188,-6.462104,-13.657007,-0.666756,5.396216,-1.098909,-3.591897,2.503784,-4.479898,-1.876267,5.396216,-5.098909,-7.083567,1.396216,-1.098909,-1.640426
116,-5.483686,1.111644,0.448719,-12.026033,-6.537865,-16.472609,-2.091289,-6.845271,-6.360834,-13.027095,-0.514541,5.165365,-1.090912,-3.223712,2.209178,-4.588341,-2.142660,5.165365,-5.090912,-6.827726,1.165365,-1.090912,-1.488465
117,-5.394653,1.155677,0.412430,-11.425405,-6.469500,-16.048113,-1.846793,-6.330188,-6.298405,-12.556242,-0.416173,4.957007,-1.113027,-3.006650,2.031401,-4.642955,-2.096268,4.957007,-5.113027,-6.671248,0.957007,-1.113027,-1.403303
118,-5.311110,1.208370,0.380210,-10.884369,-6.473406,-15.717847,-1.639928,-5.889720,-6.315066,-12.207659,-0.359627,4.765047,-1.158969,-2.844585,1.883214,-4.712087,-2.019234,4.765047,-5.158969,-6.558932,0.765047,-1.158969,-1.360124
119,-5.223223,1.252280,0.349222,-10.330310,-6.446541,-15.339431,-1.437419,-5.445621,-6.303103,-11.823411,-0.311287,4.567167,-1.188895,-2.679866,1.734703,-4.763740,-1.920076,4.567167,-5.188895,-6.438423,0.567167,-1.188895,-1.311198
120,-5.136184,1.304219,0.324150,-9.805697,-6.477839,-15.022573,-1.260963,-5.053772,-6.360112,-11.544660,-0.300575,4.376524,-1.245444,-2.574519,1.621875,-4.827004,-1.747207,4.376524,-5.245444,-6.366207,0.415820,-1.232240,-1.273551
121,-5.038694,1.346380,0.298519,-9.231143,-6.461884,-14.616662,-1.076365,-4.626282,-6.370272,-11.188220,-0.282703,4.165843,-1.280969,-2.449511,1.498821,-4.870793,-1.542463,4.165843,-5.280969,-6.272603,0.373496,-1.217071,-1.134794
122,-4.945695,1.389031,0.250049,-8.705961,-6.479306,-14.262084,-0.923183,-4.190325,-6.373607,-10.736253,-0.250751,3.953588,-1.272964,-2.211696,1.261380,-4.938962,-1.657275,3.953588,-5.272964,-6.087298,0.302205,-1.183930,-1.002069
123,-4.845999,1.422615,0.218252,-8.155814,-6.462279,-13.846275,-0.771818,-3.781858,-6.371452,-10.338415,-0.232440,3.739443,-1.278278,-2.057633,1.103555,-4.975738,-1.535980,3.739443,-5.278278,-5.962742,0.258002,-1.163270,-0.875090
124,-4.754312,1.457954,0.166983,-7.673456,-6.488024,-13.505272,-0.656208,-3.393684,-6.375605,-9.890330,-0.210379,3.536442,-1.248323,-1.818744,0.847369,-5.027364,-1.709406,3.536442,-5.248323,-5.763107,0.191793,-1.137862,-0.770471
125,-4.661965,1.483825,0.124039,-7.197644,-6.485084,-13.132943,-0.549784,-3.034336,-6.362879,-9.464519,-0.193351,3.339296,-1.215092,-1.618897,0.630142,-5.054150,-1.780507,3.339296,-5.215092,-5.588165,0.139063,-1.115378,-0.671059
126,-4.572675,1.515104,0.076750,-6.761488,-6.531203,-12.821903,-0.470788,-2.710277,-6.388210,-9.077390,-0.188303,3.151238,-1.183557,-1.421693,0.391289,-5.088195,-1.929749,3.151238,-5.183557,-5.409918,0.085492,-1.111712,-0.592612
127,-4.482182,1.535552,0.030058,-6.325544,-6.539024,-12.467753,-0.396816,-2.395612,-6.374380,-8.658033,-0.179781,2.965268,-1.131210,-1.219815,0.153205,-5.095493,-2.068496,2.965268,-5.131210,-5.218008,0.033047,-1.099106,-0.512271
128,-4.391556,1.561414,-0.017523,-5.912225,-6.591659,-12.157882,-0.346002,-2.110174,-6.401235,-8.285744,-0.184934,2.783419,-1.087785,-1.038848,-0.089507,-5.107536,-2.229149,2.783419,-5.087785,-5.038234,-0.019430,-1.108764,-0.445051
129,-4.298791,1.575214,-0.067626,-5.492810,-6.598503,-11.793666,-0.297647,-1.827998,-6.375599,-7.858556,-0.184093,2.602153,-1.015279,-0.837119,-0.344513,-5.086621,-2.407031,2.602153,-5.015279,-4.827976,-0.074837,-1.104886,-0.373177
130,-4.203688,1.593149,-0.122459,-5.085567,-6.643409,-11.458161,-0.270814,-1.566286,-6.374128,-7.450270,-0.195399,2.422354,-0.941992,-0.639040,-0.622698,-5.059521,-2.645313,2.422354,-4.941992,-4.609085,-0.137739,-1.119208,-0.309669
131,-4.106558,1.598171,-0.168150,-4.672896,-6.639348,-11.065580,-0.246663,-1.318982,-6.347875,-7.042231,-0.204571,2.241324,-0.861624,-0.474366,-0.851420,-5.015634,-2.746590,2.241324,-4.861624,-4.417950,-0.191327,-1.127687,-0.234611
132,-4.017575,1.602476,-0.239299,-4.311088,-6.650690,-10.720992,-0.240786,-1.105322,-6.248837,-6.567137,-0.215223,2.092142,-0.730908,-0.214196,-1.196558,-4.904447,-3.200212,2.092142,-4.730908,-4.100213,-0.275701,-1.129112,-0.185948
133,-3.930221,1.592118,-0.287405,-3.953857,-6.601443,-10.322327,-0.232972,-0.916071,-6.155411,-6.150684,-0.222787,1.942477,-0.617307,-0.041364,-1.420479,-4.805609,-3.346719,1.942477,-4.617307,-3.877295,-0.331129,-1.127609,-0.117384
134,-3.853974,1.582153,-0.368864,-3.653621,-6.566338,-9.982233,-0.237726,-0.775281,-5.934622,-5.661671,-0.232232,1.842472,-0.443195,0.250929,-1.774835,-4.591127,-3.912471,1.842472,-4.443195,-3.480022,-0.428562,-1.111537,-0.087175
135,-3.780245,1.556381,-0.406807,-3.356332,-6.460875,-9.581855,-0.235352,-0.646121,-5.805282,-5.288928,-0.235261,1.723712,-0.321403,0.386864,-1.926909,-4.471930,-3.943185,1.723712,-4.321403,-3.286692,-0.471698,-1.098894,-0.020956
136,-3.702036,1.534546,-0.493736,-3.060166,-6.390207,-9.198350,-0.252022,-0.555985,-5.508818,-4.798492,-0.252022,1.642935,-0.121254,0.671846,-2.247356,-4.180299,-4.450448,1.642935,-4.121254,-2.850427,-0.595928,-1.069092,0.000000
137,-3.623929,1.492182,-0.514569,-2.756888,-6.229898,-8.725614,-0.261172,-0.445148,-5.421375,-4.445235,-0.261172,1.506848,-0.000044,0.741572,-2.319456,-4.098247,-4.239273,1.506848,-4.000044,-2.740448,-0.752142,-0.984363,0.000000
138,-3.530756,1.451504,-0.607164,-2.424571,-6.107559,-8.230585,-0.301545,-0.395041,-5.080947,-3.918894,-0.301545,1.418974,0.238073,1.005104,-2.581026,-3.761927,-4.562136,1.418974,-3.761927,-2.279975,-0.938487,-0.903007,0.000000
139,-3.429240,1.372995,-0.589141,-2.059353,-5.834374,-7.551335,-0.342392,-0.268252,-5.122023,-3.537647,-0.342392,1.195644,0.365303,0.968075,-2.544686,-3.808238,-3.864938,1.195644,-3.634697,-2.357599,-1.141520,-0.745991,0.000000
140,-3.381603,1.293286,-0.680869,-1.872345,-5.519073,-7.045487,-0.345931,-0.356033,-4.591726,-3.011302,-0.345931,1.209155,0.672365,1.283570,-2.725343,-3.380698,-4.159379,1.209155,-3.327635,-1.824534,-1.236793,-0.586571,0.000000
141,-3.308096,1.172352,-0.712568,-1.618320,-5.075345,-6.307728,-0.385937,-0.413326,-4.271307,-2.487617,-0.385937,1.102821,0.962854,1.449579,-2.742135,-3.171104,-3.762783,1.102821,-3.037146,-1.577162,-1.383808,-0.344704,0.000000
142,-3.246832,1.036901,-0.829098,-1.433451,-4.593729,-5.581056,-0.446124,-0.677445,-3.607615,-1.892778,-0.446124,1.319327,1.207933,1.554773,-2.857419,-2.599157,-3.862676,1.142581,-2.599157,-0.913386,-1.506337,-0.073802,0.000000
143,-3.196944,0.907388,-0.826134,-1.318752,-4.160527,-4.948304,-0.530976,-0.766557,-3.423881,-1.520841,-0.530976,1.386673,1.278033,1.401311,-2.768965,-2.553103,-3.231206,1.038441,-2.344143,-0.825098,-1.606112,0.185224,0.000000
144,-3.166252,0.794521,-0.893234,-1.279865,-3.792943,-4.457951,-0.614857,-0.953791,-3.026555,-1.199479,-0.614857,1.616554,1.300738,1.184822,-2.764892,-2.225203,-3.106399,1.078714,-2.030836,-0.432692,-1.667496,0.410957,0.000000
145,-3.128824,0.666865,-0.812168,-1.262722,-3.414887,-3.930182,-0.747427,-0.976748,-3.042212,-0.957531,-0.747427,1.521888,1.442514,1.121350,-2.582273,-2.447593,-2.172016,0.881793,-1.882170,-0.654807,-1.742353,0.666270,0.000000
146,-3.124317,0.560941,-0.837383,-1.334362,-3.080857,-3.578125,-0.837094,-1.152499,-2.752044,-0.753642,-0.837094,1.677689,1.511738,0.963069,-2.519075,-2.269898,-1.944417,0.909815,-1.636094,-0.419321,-1.751366,0.878118,0.000000
147,-3.104330,0.450302,-0.766213,-1.399213,-2.783101,-3.200420,-0.981893,-1.227362,-2.653293,-0.597677,-0.981893,1.611260,1.674302,0.963275,-2.310546,-2.400947,-1.200533,0.767576,-1.513781,-0.558496,-1.791340,1.099396,0.000000
148,-3.109983,0.366518,-0.820679,-1.510861,-2.537002,-2.976933,-1.070930,-1.424870,-2.382546,-0.464015,-1.070930,1.820154,1.696031,0.729529,-2.315882,-2.157979,-1.244056,0.856515,-1.269819,-0.239033,-1.780035,1.266964,0.000000
149,-3.104047,0.278793,-0.762390,-1.616559,-2.315543,-2.731731,-1.200372,-1.526361,-2.260198,-0.368464,-1.200372,1.773711,1.857254,0.771282,-2.132216,-2.232587,-0.726369,0.761718,-1.176282,-0.324591,-1.791906,1.442414,0.000000
150,-3.117133,0.217848,-0.820927,-1.737249,-2.140107,-2.608639,-1.268717,-1.701521,-2.056306,-0.303502,-1.268717,1.976765,1.840786,0.510271,-2.160314,-2.012031,-0.854577,0.871180,-0.972139,-0.025043,-1.765734,1.564305,0.000000
151,-3.116407,0.155158,-0.801696,-1.837623,-1.992626,-2.458255,-1.371994,-1.808923,-1.946189,-0.245310,-1.371994,1.997190,1.933117,0.470836,-2.066919,-2.000649,-0.619860,0.841837,-0.873242,-0.002439,-1.767185,1.689684,0.000000
152,-3.105275,0.110685,-0.821987,-1.890013,-1.911655,-2.332755,-1.468914,-1.879811,-1.869844,-0.200731,-1.468914,2.074433,1.925090,0.282930,-2.067782,-1.921888,-0.577094,0.849016,-0.756370,0.106993,-1.789450,1.778629,0.000000
153,-3.090324,0.070640,-0.819053,-1.930016,-1.851281,-2.212576,-1.568721,-1.925635,-1.825397,-0.159179,-1.568721,2.090327,1.955334,0.189281,-2.039207,-1.906105,-0.449319,0.814821,-0.680281,0.130654,-1.819352,1.858720,0.000000
154,-3.071756,0.041885,-0.822638,-1.944145,-1.824661,-2.111686,-1.657121,-1.943627,-1.807205,-0.126191,-1.657121,2.100917,1.962122,0.089997,-2.036769,-1.889536,-0.368130,0.782933,-0.617884,0.153505,-1.856488,1.916230,0.000000
155,-3.057164,0.015778,-0.817522,-1.963789,-1.798244,-2.026901,-1.735132,-1.963789,-1.789011,-0.098710,-1.735132,2.114329,1.968444,0.000000,-2.015244,-1.893380,-0.261894,0.746266,-0.572650,0.152656,-1.885671,1.968444,0.000000
156,-3.043231,-0.002831,-0.816327,-1.971500,-1.787254,-1.960177,-1.798577,-1.971500,-1.782108,-0.078010,-1.798577,2.086461,2.005662,0.000000,-2.010817,-1.890849,-0.196018,0.716657,-0.537068,0.154343,-1.913539,2.005662,0.000000
157,-3.032982,-0.023059,-0.810078,-1.991202,-1.767037,-1.898965,-1.859274,-1.991202,-1.765421,-0.059327,-1.859274,2.065964,2.046118,0.000000,-1.997075,-1.887651,-0.125631,0.687080,-0.505200,0.149374,-1.934036,2.046118,0.000000
158,-3.025816,-0.037067,-0.808277,-2.005306,-1.753775,-1.857039,-1.902041,-2.005306,-1.753458,-0.047293,-1.902041,2.051632,2.074133,0.000000,-1.985069,-1.887446,-0.072770,0.670142,-0.479670,0.153249,-1.948368,2.074133,0.000000
159,-3.020525,-0.054739,-0.801047,-2.031445,-1.730390,-1.812488,-1.949347,-2.031445,-1.730390,-0.034454,-1.949347,2.041049,2.109478,0.000000,-1.958951,-1.890522,0.000000,0.649139,-0.454352,0.149928,-1.958951,2.109478,0.000000
160,-3.018386,-0.066592,-0.805416,-2.052228,-1.712317,-1.785859,-1.978686,-2.052228,-1.712317,-0.028565,-1.978686,2.036771,2.133184,0.000000,-1.963229,-1.866816,0.000000,0.651148,-0.424578,0.175402,-1.963229,2.133184,0.000000
161,-3.016009,-0.084615,-0.798352,-2.086165,-1.683667,-1.747704,-2.022128,-2.086165,-1.683667,-0.018373,-2.022128,2.032019,2.169230,0.000000,-1.967981,-1.830770,0.000000,0.636243,-0.398356,0.177674,-1.967981,2.169230,0.000000
162,-3.019348,-0.096775,-0.811245,-2.119484,-1.654995,-1.732386,-2.042094,-2.119484,-1.654995,-0.018609,-2.042094,2.038695,2.193549,0.000000,-1.961305,-1.806451,0.000000,0.661503,-0.356161,0.234434,-1.961305,2.193549,0.000000
163,-3.018595,-0.124339,-0.799338,-2.179173,-1.607439,-1.681818,-2.104794,-2.179173,-1.607439,-0.006013,-2.104794,2.037190,2.248678,0.000000,-1.962810,-1.751322,0.000000,0.642826,-0.317534,0.239460,-1.962810,2.248678,0.000000
164,-3.023754,-0.145215,-0.832901,-2.237088,-1.561215,-1.656230,-2.142073,-2.237088,-1.561215,-0.013918,-2.142073,2.047507,2.290429,0.000000,-1.952493,-1.709571,0.000000,0.702043,-0.229799,0.364838,-1.952493,2.290429,0.000000
165,-3.020936,-0.195704,-0.824264,-2.349519,-1.482958,-1.566701,-2.265776,-2.349519,-1.482958,0.000712,-2.265776,2.041872,2.391409,0.000000,-1.958128,-1.608591,0.000000,0.683677,-0.140494,0.406443,-1.958128,2.391409,0.000000
166,-2.996088,-0.247295,-0.881186,-2.425437,-1.451904,-1.436255,-2.441085,-2.425437,-1.451904,-0.007346,-2.441085,1.992176,2.494591,0.000000,-2.007824,-1.505409,0.000000,0.719702,0.037578,0.579155,-2.007824,2.494591,0.000000
167,-2.956001,-0.344521,-0.906601,-2.599175,-1.397087,-1.221090,-2.775172,-2.599175,-1.397087,-0.010218,-2.775172,1.912001,2.689043,0.000000,-2.087999,-1.310957,0.000000,0.679149,0.263868,0.697426,-2.087999,2.689043,0.000000
168,-2.876451,-0.474701,-0.950533,-2.820408,-1.415802,-0.921606,-3.314604,-2.820408,-1.415802,-0.043789,-3.314604,1.752902,2.949401,0.000000,-2.247098,-1.050599,0.000000,0.664700,0.472839,0.763587,-2.247098,2.949401,0.000000
169,-2.785002,-0.634842,-0.989072,-3.166437,-1.487061,-0.627068,-4.026430,-3.166437,-1.487061,-0.084743,-4.026430,1.570003,3.269685,0.000000,-2.429997,-0.730315,0.000000,0.760726,0.500270,0.670498,-2.429997,3.269685,0.000000
170,-2.683481,-0.800344,-1.023176,-3.585886,-1.650584,-0.384509,-4.851961,-3.585886,-1.650584,-0.107498,-4.851961,1.366963,3.600689,0.000000,-2.633037,-0.399311,0.000000,0.818900,0.499394,0.504825,-2.633037,3.600689,0.000000
171,-2.593873,-0.987980,-0.924108,-4.182248,-1.854838,-0.230330,-5.806756,-4.182248,-1.854838,-0.095325,-5.806756,1.187746,3.975959,0.000000,-2.812254,-0.024041,0.000000,0.744959,0.562438,0.342972,-2.812254,3.975959,0.000000
172,-2.525146,-1.152071,-0.876943,-4.784688,-2.075821,-0.176404,-6.684105,-4.784688,-2.075821,-0.128478,-6.684105,1.050291,4.304142,0.000000,-2.949709,0.304142,0.000000,0.770287,0.640752,0.219350,-2.949709,4.304142,0.000000
173,-2.475316,-1.259704,-0.815456,-5.209689,-2.269608,-0.170872,-7.308425,-5.209689,-2.269608,-0.152174,-7.308425,0.950632,4.519409,0.000000,-3.049368,0.519409,0.000000,0.762595,0.719104,0.143753,-3.049368,4.519409,0.000000
174,-2.409983,-1.366123,-0.744053,-5.644123,-2.539701,-0.179632,-8.004191,-5.644123,-2.539701,-0.176719,-8.004191,0.819966,4.732245,0.000000,-3.180034,0.732245,0.000000,0.737500,0.808159,0.061315,-3.180034,4.732245,0.000000
175,-2.335087,-1.481439,-0.575292,-6.147323,-2.881219,-0.221567,-8.806975,-6.147323,-2.881219,-0.221443,-8.806975,0.670174,4.962878,0.000000,-3.329826,0.962878,0.000000,0.637613,0.983993,0.022751,-3.329826,4.962878,0.000000
176,-2.231459,-1.578346,-0.448089,-6.578939,-3.339722,-0.265557,-9.653105,-6.578939,-3.339722,-0.265557,-9.653105,0.462917,5.156691,0.000000,-3.537083,1.156691,0.000000,0.462917,1.156691,0.000000,-3.537083,5.156691,0.000000
177,-2.124061,-1.656587,-0.388354,-6.950343,-3.827754,-0.323997,-10.454101,-6.950343,-3.827754,-0.323997,-10.454101,0.248121,5.313173,0.000000,-3.751879,1.313173,0.000000,0.248121,1.313173,0.000000,-3.751879,5.313173,0.000000
178,-1.982451,-1.716965,-0.381037,-7.259708,-4.462044,-0.391847,-11.329904,-7.259708,-4.462044,-0.391847,-11.329904,-0.035098,5.433930,0.000000,-4.035098,1.433930,0.000000,-0.035098,1.433930,0.000000,-4.035098,5.433930,0.000000
179,-1.842859,-1.766870,-0.271907,-7.557765,-5.118848,-0.490284,-12.186330,-7.557765,-5.118848,-0.490284,-12.186330,-0.314282,5.533741,0.000000,-4.314282,1.533741,0.000000,-0.314282,1.533741,0.000000,-4.314282,5.533741,0.000000
180,-1.692040,-1.805782,-0.188323,-7.844750,-5.853461,-0.621623,-13.076588,-7.844750,-5.853461,-0.621623,-13.076588,-0.615919,5.611563,0.000000,-4.615919,1.611563,0.000000,-0.615919,1.611563,0.000000,-4.615919,5.611563,0.000000
181,-1.574422,-1.818647,-0.146225,-8.003385,-6.431111,-0.728799,-13.705697,-8.003385,-6.431111,-0.728799,-13.705697,-0.851156,5.637293,0.000000,-4.851156,1.637293,0.000000,-0.851156,1.637293,0.000000,-4.851156,5.637293,0.000000
182,-1.432584,-1.817902,-0.099268,-8.140031,-7.138089,-0.868424,-14.409696,-8.140031,-7.138089,-0.868424,-14.409696,-1.134832,5.635803,0.000000,-5.134832,1.635803,0.000000,-1.134832,1.635803,0.000000,-5.134832,5.635803,0.000000
183,-1.298719,-1.812880,-0.027093,-8.281589,-7.835194,-1.030069,-15.086714,-8.281589,-7.835194,-1.030069,-15.086714,-1.402562,5.625760,0.000000,-5.402562,1.625760,0.000000,-1.402562,1.625760,0.000000,-5.402562,5.625760,0.000000
184,-1.151899,-1.796499,0.036608,-8.417184,-8.623590,-1.231186,-15.809588,-8.417184,-8.623590,-1.231186,-15.809588,-1.696202,5.592999,0.000000,-5.696202,1.592999,0.000000,-1.696202,1.592999,0.000000,-5.696202,5.592999,0.000000
185,-1.031193,-1.773394,0.083459,-8.507801,-9.289453,-1.414225,-16.383029,-8.507801,-9.289453,-1.414225,-16.383029,-1.937614,5.546788,0.000000,-5.937614,1.546788,0.000000,-1.937614,1.546788,0.000000,-5.937614,5.546788,0.000000
186,-0.896258,-1.741049,0.155441,-8.609098,-10.059870,-1.644901,-17.024067,-8.609098,-10.059870,-1.644901,-17.024067,-2.207485,5.482098,0.000000,-6.207485,1.482098,0.000000,-2.207485,1.482098,0.000000,-6.207485,5.482098,0.000000
187,-0.783114,-1.707020,0.249247,-8.686269,-10.725735,-1.858190,-17.553815,-8.686269,-10.725735,-1.858190,-17.553815,-2.433773,5.414040,0.000000,-6.433773,1.414040,0.000000,-2.433773,1.414040,0.000000,-6.433773,5.414040,0.000000
188,-0.655676,-1.659106,0.341282,-8.755553,-11.496421,-2.119127,-18.132847,-8.755553,-11.496421,-2.119127,-18.132847,-2.688647,5.318213,0.000000,-6.688647,1.318213,0.000000,-2.688647,1.318213,0.000000,-6.688647,5.318213,0.000000
189,-0.550315,-1.611073,0.451925,-8.796789,-12.151238,-2.352497,-18.595530,-8.796789,-12.151238,-2.352497,-18.595530,-2.899371,5.222146,0.000000,-6.899371,1.222146,0.000000,-2.899371,1.222146,0.000000,-6.899371,5.222146,0.000000
190,-0.431274,-1.541216,0.507466,-8.796183,-12.906223,-2.631317,-19.071089,-8.796183,-12.906223,-2.631317,-19.071089,-3.137453,5.082433,0.000000,-7.137453,1.082433,0.000000,-3.137453,1.082433,0.000000,-7.137453,5.082433,0.000000
191,-0.327253,-1.474513,0.616954,-8.798799,-13.591735,-2.900746,-19.489787,-8.794208,-13.591735,-2.900746,-19.489787,-3.455591,4.870933,0.403065,-7.345494,0.949026,0.000000,-3.345494,0.949026,0.000000,-7.345494,4.949026,0.000000
192,-0.199715,-1.365908,0.687707,-8.716046,-14.453556,-3.252415,-19.917186,-8.703803,-14.453556,-3.252415,-19.917186,-3.771062,4.591758,0.655511,-7.600570,0.731815,0.000000,-3.600570,0.731815,0.000000,-7.600570,4.731815,0.000000
193,-0.080654,-1.233061,0.803837,-8.547949,-15.293090,-3.615706,-20.225333,-8.471811,-15.293090,-3.615706,-20.225333,-4.221648,4.068776,1.617806,-7.838692,0.466121,0.000000,-3.838692,0.466121,0.000000,-7.838692,4.466121,0.000000
194,0.023401,-1.085601,0.904457,-8.321383,-16.072581,-3.978978,-20.414986,-8.170233,-16.072581,-3.978978,-20.414986,-4.527421,3.559970,2.239148,-8.046801,0.171203,0.000000,-4.046801,0.171203,0.000000,-8.046801,4.171203,0.000000
195,0.104813,-0.958037,0.992715,-8.141650,-16.728755,-4.309501,-20.560904,-7.901773,-16.728755,-4.309501,-20.560904,-4.744867,3.095695,2.774767,-8.209627,-0.083925,0.000000,-4.209627,-0.083925,0.000000,-8.209627,3.916075,0.000000
196,0.176421,-0.822586,1.067589,-7.936128,-17.351464,-4.645782,-20.641810,-7.636802,-17.351464,-4.645782,-20.641810,-4.880512,2.686598,3.047987,-8.352841,-0.354827,0.000000,-4.352841,-0.354827,0.000000,-8.352841,3.645173,0.000000
197,0.219941,-0.712612,1.148456,-7.738675,-17.767990,-4.888228,-20.618438,-7.313333,-17.767990,-4.888228,-20.618438,-4.974535,2.235472,3.556831,-8.439881,-0.574776,0.000000,-4.439881,-0.574776,0.000000,-8.439881,3.425224,0.000000
198,0.256806,-0.585967,1.228862,-7.485963,-18.169321,-5.142097,-20.513187,-6.942172,-18.169321,-5.142097,-20.508659,-5.008138,1.782481,3.920026,-8.513612,-0.828067,0.000000,-4.513612,-0.828067,0.000000,-8.558600,3.045533,0.609409
199,0.281353,-0.472913,1.323774,-7.251543,-18.485303,-5.359892,-20.376955,-6.494012,-18.485303,-5.359892,-20.231538,-4.988203,1.258501,4.476105,-8.562706,-1.054174,0.000000,-4.562706,-1.054174,0.000000,-8.749192,2.206307,3.440819
200,0.297620,-0.345304,1.410330,-6.966400,-18.775661,-5.585182,-20.156878,-6.043130,-18.775661,-5.585182,-19.745545,-4.900705,0.803365,4.747114,-8.595239,-1.309391,0.000000,-4.595239,-1.309391,0.000000,-8.800188,1.424384,5.717469
201,0.305934,-0.233166,1.508148,-6.715530,-19.006601,-5.782866,-19.939266,-5.542771,-19.006601,-5.782866,-19.015508,-4.737082,0.470256,4.757230,-8.611868,-1.533668,0.000000,-4.611868,-1.533668,0.000000,-8.731589,0.557820,8.365564
